"Prctr","Konto","Bezeichnung","Zeile Ergebnisplan","Bezeichnung","in PrCtrHW","PrCtrHW","Text","Auftrag","Jahr","GsBe","Ver","opChar","operationCharacter","Amt","Produktbereich"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-799.32","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-999.12","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-799.32","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-11590.20","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-1099.08","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-999.12","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-1099.08","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-899.28","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-699.36","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-999.12","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-11490.36","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-3996.60","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-499.56","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-599.52","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-299.76","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-399.72","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-1199.04","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-199.80","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-599.52","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-699.36","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-1598.64","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
"111000116","94000033","Verr. Gem.unfallvers","K11-270","27/48 Interne Verrechnungen","-99.96","EUR","S1003     11 Gemeindeunfallvers.Fremde","1102000","2022","1199","8","940","internalInvoicing","1100","0116"
