"Prctr","Konto","Bezeichnung","Zeile Ergebnisplan","Bezeichnung","in PrCtrHW","PrCtrHW","Text","PSP-Element","Jahr","GsBe","Ver","opChar","operationCharacter","Amt","Produktbereich"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-574.56","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1206.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-574.56","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-459.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-344.76","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-459.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-2355.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1781.04","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-459.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1321.44","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-229.80","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-172.32","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-574.56","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-2470.44","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1608.72","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-3504.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-344.76","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-746.88","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-919.20","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-861.84","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1034.16","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-861.84","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-517.08","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1206.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-919.20","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-976.68","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-919.20","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-804.36","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-861.84","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-344.76","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-631.92","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-1149.00","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-919.20","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-402.12","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-976.68","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-517.08","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-229.80","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-459.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-172.32","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-172.32","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-229.80","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-172.32","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-229.80","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-344.76","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-172.32","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-459.60","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-287.28","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-229.80","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-517.08","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-689.40","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-114.96","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-57.48","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000002","Verr. VKE nach Kennz","K11-270","27/48 Interne Verrechnungen","-804.36","EUR","S1007     1.04.00.01.05.01 -> VKE","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-10.18","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-107.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-5.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
"104000105","94000011","Verr. VKE-Ant.n.g.re","K11-270","27/48 Interne Verrechnungen","-2.88","EUR","S1008     1.04.00.01.05.01 -> VKE n.geb.","1.04.00.01.05.01","2022","499","8","940","internalInvoicing","0400","0105"
